code,insurance_company,encounters_billed,units_billed,units_per_encounter,insurance_billed_amount,billed_per_encounter
99305,SENTARA HEALTH MANAGEMENT,6,6,1.0,1560.0,260.0
99316,SENTARA HEALTH MANAGEMENT,5,5,1.0,1050.0,210.0
G8510,SENTARA HEALTH MANAGEMENT,2,2,1.0,0.02,0.01
G8752,SENTARA HEALTH MANAGEMENT,2,2,1.0,0.02,0.01
G8754,SENTARA HEALTH MANAGEMENT,2,2,1.0,0.02,0.01
99315,SENTARA HEALTH MANAGEMENT,1,1,1.0,145.0,145.0
99497,SENTARA HEALTH MANAGEMENT,1,1,1.0,165.0,165.0
99304,SENTARA HEALTH MANAGEMENT,1,1,1.0,180.0,180.0
99309,SILAC INSURANCE,16,16,1.0,2960.0,185.0
99308,SILAC INSURANCE,5,5,1.0,700.0,140.0
99306,SILAC INSURANCE,1,1,1.0,330.0,330.0
99310,SILAC INSURANCE,1,1,1.0,270.0,270.0
99309,STANDARD LIFE AND ACCIDENT INS CO-SECONDARY CLAIMS,9,9,1.0,1665.0,185.0
99310,STANDARD LIFE AND ACCIDENT INS CO-SECONDARY CLAIMS,1,1,1.0,270.0,270.0
99308,STANDARD LIFE AND ACCIDENT INS CO-SECONDARY CLAIMS,1,1,1.0,140.0,140.0
99309,TENNCARE SELECT,3,3,1.0,555.0,185.0
99310,TENNCARE SELECT,1,1,1.0,270.0,270.0
99348,TENNESSEE BLUE SHIELD,1,1,1.0,170.0,170.0
99309,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,10,10,1.0,1850.0,185.0
99310,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,2,2,1.0,540.0,270.0
99306,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,1,1,1.0,330.0,330.0
99309,TRICARE EAST (DOS 1/1/2025 and after),16,16,1.0,2960.0,185.0
99308,TRICARE EAST (DOS 1/1/2025 and after),4,4,1.0,560.0,140.0
99310,TRICARE EAST (DOS 1/1/2025 and after),2,2,1.0,540.0,270.0
99305,TRICARE EAST (DOS 1/1/2025 and after),1,1,1.0,260.0,260.0
99309,TRICARE FOR LIFE,195,195,1.0,36075.0,185.0
99308,TRICARE FOR LIFE,50,50,1.0,7000.0,140.0
99310,TRICARE FOR LIFE,28,28,1.0,7560.0,270.0
99306,TRICARE FOR LIFE,9,9,1.0,2970.0,330.0
99316,TRICARE FOR LIFE,6,6,1.0,1260.0,210.0
99350,TRICARE FOR LIFE,6,6,1.0,2130.0,355.0
90471,TRICARE FOR LIFE,5,5,1.0,175.0,35.0
99349,TRICARE FOR LIFE,4,4,1.0,1020.0,255.0
99497,TRICARE FOR LIFE,3,3,1.0,495.0,165.0
99305,TRICARE FOR LIFE,3,3,1.0,780.0,260.0
99315,TRICARE FOR LIFE,1,1,1.0,145.0,145.0
G8510,TRICARE FOR LIFE,1,1,1.0,0.01,0.01
99348,TRICARE FOR LIFE,1,1,1.0,170.0,170.0
99309,TRICARE - WEST REGION,2,2,1.0,370.0,185.0
99309,TRILLIUM COMMUNITY HEALTH PLAN,2,2,1.0,370.0,185.0
99349,TRUSTMARK HEALTH BENEFITS (CORESOURCE) - ECHO,1,1,1.0,255.0,255.0
99350,TRUSTMARK HEALTH BENEFITS (CORESOURCE) - ECHO,1,1,1.0,355.0,355.0
99309,UB-BANKERS LIFE AND CASUALTY,2,2,1.0,370.0,185.0
99308,UB-BANKERS LIFE AND CASUALTY,1,1,1.0,140.0,140.0
99309,UMR FKA UMR WAUSAU,7,7,1.0,1295.0,185.0
99308,UMR FKA UMR WAUSAU,6,6,1.0,840.0,140.0
99306,UMR FKA UMR WAUSAU,1,1,1.0,330.0,330.0
99315,UMR FKA UMR WAUSAU,1,1,1.0,145.0,145.0
99310,UMR FKA UMR WAUSAU,1,1,1.0,270.0,270.0
99349,UMWA HEALTH AND RETIREMENT FUNDS,3,4,1.33,1020.0,340.0
99308,UMWA HEALTH AND RETIREMENT FUNDS,3,3,1.0,420.0,140.0
99309,UMWA HEALTH AND RETIREMENT FUNDS,3,3,1.0,555.0,185.0
99306,UMWA HEALTH AND RETIREMENT FUNDS,1,1,1.0,330.0,330.0
99307,UMWA HEALTH AND RETIREMENT FUNDS,1,1,1.0,90.0,90.0
99309,UNIFIED LIFE INSURANCE COMPANY,3,3,1.0,555.0,185.0
99308,UNIFIED LIFE INSURANCE COMPANY,1,1,1.0,140.0,140.0
99309,UNITED AMERICAN INSURANCE COMPANY,15,15,1.0,2775.0,185.0
99308,UNITED AMERICAN INSURANCE COMPANY,10,10,1.0,1400.0,140.0
99306,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,330.0,330.0
99310,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,270.0,270.0
99316,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,210.0,210.0
1220F,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,0.01,0.01
99309,UNITEDHEALTHCARE,31,31,1.0,5735.0,185.0
99308,UNITEDHEALTHCARE,12,12,1.0,1680.0,140.0
99310,UNITEDHEALTHCARE,3,3,1.0,810.0,270.0
99305,UNITEDHEALTHCARE,3,3,1.0,780.0,260.0
99306,UNITEDHEALTHCARE,3,3,1.0,990.0,330.0
99349,UNITEDHEALTHCARE,1,1,1.0,255.0,255.0
99309,UNITED HEALTHCARE,2180,2208,1.01,408480.0,187.38
99308,UNITED HEALTHCARE,852,856,1.0,119840.0,140.66
99310,UNITED HEALTHCARE,246,247,1.0,66690.0,271.1
99306,UNITED HEALTHCARE,101,102,1.01,33660.0,333.27
99316,UNITED HEALTHCARE,48,48,1.0,10080.0,210.0
99305,UNITED HEALTHCARE,44,44,1.0,11440.0,260.0
99497,UNITED HEALTHCARE,23,23,1.0,3795.0,165.0
99315,UNITED HEALTHCARE,20,20,1.0,2900.0,145.0
99349,UNITED HEALTHCARE,18,18,1.0,4590.0,255.0
99307,UNITED HEALTHCARE,9,9,1.0,810.0,90.0
99348,UNITED HEALTHCARE,3,3,1.0,510.0,170.0
99350,UNITED HEALTHCARE,2,2,1.0,710.0,355.0
G8754,UNITED HEALTHCARE,2,2,1.0,0.02,0.01
G8752,UNITED HEALTHCARE,2,2,1.0,0.02,0.01
69209,UNITED HEALTHCARE,2,2,1.0,60.0,30.0
G0317,UNITED HEALTHCARE,1,1,1.0,65.0,65.0
11750,UNITED HEALTHCARE,1,1,1.0,330.0,330.0
G0444,UNITED HEALTHCARE,1,1,1.0,35.0,35.0
G8510,UNITED HEALTHCARE,1,1,1.0,0.01,0.01
99498,UNITED HEALTHCARE,1,1,1.0,145.0,145.0
90471,UNITED HEALTHCARE,1,1,1.0,35.0,35.0
99309,UNITED HEALTHCARE COMMUNITY PLAN,586,586,1.0,108410.0,185.0
99308,UNITED HEALTHCARE COMMUNITY PLAN,266,266,1.0,37240.0,140.0
99310,UNITED HEALTHCARE COMMUNITY PLAN,40,40,1.0,10800.0,270.0
99306,UNITED HEALTHCARE COMMUNITY PLAN,21,21,1.0,6930.0,330.0
99305,UNITED HEALTHCARE COMMUNITY PLAN,20,20,1.0,5200.0,260.0
99316,UNITED HEALTHCARE COMMUNITY PLAN,12,12,1.0,2520.0,210.0
99315,UNITED HEALTHCARE COMMUNITY PLAN,3,3,1.0,435.0,145.0
99497,UNITED HEALTHCARE COMMUNITY PLAN,3,3,1.0,495.0,165.0
99349,UNITED HEALTHCARE COMMUNITY PLAN,2,2,1.0,510.0,255.0
G0444,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,35.0,35.0
99307,UNITEDHEALTHCARE COMMUNITY PLAN RIVER VALLEY,1,1,1.0,90.0,90.0
99309,UNITEDHEALTHCARE MEDICARE COMPLETE,363,363,1.0,67155.0,185.0
99308,UNITEDHEALTHCARE MEDICARE COMPLETE,57,57,1.0,7980.0,140.0
99310,UNITEDHEALTHCARE MEDICARE COMPLETE,40,40,1.0,10800.0,270.0
99306,UNITEDHEALTHCARE MEDICARE COMPLETE,25,25,1.0,8250.0,330.0
99316,UNITEDHEALTHCARE MEDICARE COMPLETE,20,20,1.0,4200.0,210.0
99497,UNITEDHEALTHCARE MEDICARE COMPLETE,6,6,1.0,990.0,165.0
99315,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,145.0,145.0
99309,UNRECOGNIZED INSURANCE,9,9,1.0,1665.0,185.0
99316,UNRECOGNIZED INSURANCE,1,1,1.0,210.0,210.0
99309,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,56,56,1.0,10360.0,185.0
99308,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,12,12,1.0,1680.0,140.0
99316,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,4,4,1.0,840.0,210.0
99306,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,4,4,1.0,1320.0,330.0
99310,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,3,3,1.0,810.0,270.0
99315,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,145.0,145.0
99497,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,165.0,165.0
99305,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,260.0,260.0
99309,VIRGINIA BLUE SHIELD,1142,1177,1.03,217745.0,190.67
99308,VIRGINIA BLUE SHIELD,417,422,1.01,59080.0,141.68
99310,VIRGINIA BLUE SHIELD,108,110,1.02,29700.0,275.0
99306,VIRGINIA BLUE SHIELD,94,95,1.01,31350.0,333.51
99305,VIRGINIA BLUE SHIELD,33,36,1.09,9360.0,283.64
99316,VIRGINIA BLUE SHIELD,28,29,1.04,6090.0,217.5
99349,VIRGINIA BLUE SHIELD,15,15,1.0,3825.0,255.0
99315,VIRGINIA BLUE SHIELD,11,11,1.0,1595.0,145.0
99348,VIRGINIA BLUE SHIELD,8,8,1.0,1360.0,170.0
99497,VIRGINIA BLUE SHIELD,5,5,1.0,825.0,165.0
99307,VIRGINIA BLUE SHIELD,3,3,1.0,270.0,90.0
99350,VIRGINIA BLUE SHIELD,3,3,1.0,1065.0,355.0
69209,VIRGINIA BLUE SHIELD,2,2,1.0,60.0,30.0
15853,VIRGINIA BLUE SHIELD,1,1,1.0,25.0,25.0
3044F,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
G8752,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
G8754,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
G0444,VIRGINIA BLUE SHIELD,1,1,1.0,35.0,35.0
99406,VIRGINIA BLUE SHIELD,1,1,1.0,35.0,35.0
G8431,VIRGINIA BLUE SHIELD,1,1,1.0,40.0,40.0
99309,VIRGINIA MEDICAID,417,417,1.0,77145.0,185.0
99308,VIRGINIA MEDICAID,169,169,1.0,23660.0,140.0
99310,VIRGINIA MEDICAID,45,45,1.0,12150.0,270.0
99306,VIRGINIA MEDICAID,23,23,1.0,7590.0,330.0
99305,VIRGINIA MEDICAID,7,7,1.0,1820.0,260.0
99316,VIRGINIA MEDICAID,5,5,1.0,1050.0,210.0
99307,VIRGINIA MEDICAID,4,4,1.0,360.0,90.0
99315,VIRGINIA MEDICAID,3,3,1.0,435.0,145.0
99304,VIRGINIA MEDICAID,1,1,1.0,180.0,180.0
99349,VIRGINIA MEDICAID,1,1,1.0,255.0,255.0
G8752,VIRGINIA MEDICAID,1,1,1.0,0.01,0.01
G8754,VIRGINIA MEDICAID,1,1,1.0,0.01,0.01
99309,VIRGINIA MEDICARE,3522,3523,1.0,651755.0,185.05
99308,VIRGINIA MEDICARE,1441,1441,1.0,201740.0,140.0
99310,VIRGINIA MEDICARE,299,299,1.0,80730.0,270.0
99306,VIRGINIA MEDICARE,228,228,1.0,75240.0,330.0
99316,VIRGINIA MEDICARE,107,107,1.0,22470.0,210.0
99349,VIRGINIA MEDICARE,84,84,1.0,21420.0,255.0
99305,VIRGINIA MEDICARE,82,82,1.0,21320.0,260.0
99348,VIRGINIA MEDICARE,44,44,1.0,7480.0,170.0
99315,VIRGINIA MEDICARE,38,38,1.0,5510.0,145.0
99350,VIRGINIA MEDICARE,35,35,1.0,12425.0,355.0
99497,VIRGINIA MEDICARE,22,22,1.0,3630.0,165.0
G8752,VIRGINIA MEDICARE,15,15,1.0,0.15,0.01
G8754,VIRGINIA MEDICARE,15,15,1.0,0.15,0.01
G8510,VIRGINIA MEDICARE,10,10,1.0,0.1,0.01
99307,VIRGINIA MEDICARE,10,10,1.0,900.0,90.0
90471,VIRGINIA MEDICARE,7,7,1.0,245.0,35.0
1220F,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
99406,VIRGINIA MEDICARE,1,1,1.0,35.0,35.0
G0444,VIRGINIA MEDICARE,1,1,1.0,35.0,35.0
G8431,VIRGINIA MEDICARE,1,1,1.0,40.0,40.0
99304,VIRGINIA MEDICARE,1,1,1.0,180.0,180.0
33993,VIRGINIA MEDICARE,1,1,1.0,315.0,315.0
3044F,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
20610,VIRGINIA MEDICARE,1,1,1.0,135.0,135.0
99309,WELLCARE HEALTH PLAN,15,15,1.0,2775.0,185.0
99308,WELLCARE HEALTH PLAN,5,5,1.0,700.0,140.0
99310,WELLCARE HEALTH PLAN,1,1,1.0,270.0,270.0
99306,WELLCARE HEALTH PLAN,1,1,1.0,330.0,330.0
99309,"WELLCARE NORTH CAROLINA, INC",4,4,1.0,740.0,185.0
99306,"WELLCARE NORTH CAROLINA, INC",1,1,1.0,330.0,330.0
99316,"WELLCARE NORTH CAROLINA, INC",1,1,1.0,210.0,210.0
99350,WELLMED,1,1,1.0,355.0,355.0
99349,WELLMED,1,1,1.0,255.0,255.0
99348,WELLMED,1,1,1.0,170.0,170.0
