code,insurance_company,encounters_billed,units_billed,units_per_encounter,insurance_billed_amount,billed_per_encounter
99309,UNITED AMERICAN INSURANCE COMPANY,3,3,1.0,555.0,185.0
99310,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,270.0,270.0
99305,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,260.0,260.0
99309,UNITEDHEALTHCARE,27,27,1.0,4995.0,185.0
99308,UNITEDHEALTHCARE,11,11,1.0,1540.0,140.0
99350,UNITEDHEALTHCARE,2,2,1.0,710.0,355.0
99310,UNITEDHEALTHCARE,1,1,1.0,270.0,270.0
99349,UNITEDHEALTHCARE,1,1,1.0,255.0,255.0
99309,UNITED HEALTHCARE,2290,2307,1.01,426795.0,186.37
99308,UNITED HEALTHCARE,766,768,1.0,107520.0,140.37
99310,UNITED HEALTHCARE,252,253,1.0,68310.0,271.07
99306,UNITED HEALTHCARE,124,124,1.0,40920.0,330.0
99305,UNITED HEALTHCARE,38,38,1.0,9880.0,260.0
99316,UNITED HEALTHCARE,32,32,1.0,6720.0,210.0
99497,UNITED HEALTHCARE,21,21,1.0,3465.0,165.0
99307,UNITED HEALTHCARE,16,16,1.0,1440.0,90.0
99315,UNITED HEALTHCARE,13,14,1.08,2030.0,156.15
99348,UNITED HEALTHCARE,9,9,1.0,1530.0,170.0
99350,UNITED HEALTHCARE,8,8,1.0,2840.0,355.0
99349,UNITED HEALTHCARE,8,8,1.0,2040.0,255.0
99304,UNITED HEALTHCARE,1,1,1.0,180.0,180.0
G0317,UNITED HEALTHCARE,1,1,1.0,65.0,65.0
69209,UNITED HEALTHCARE,1,1,1.0,30.0,30.0
69930,UNITED HEALTHCARE,1,1,1.0,2490.0,2490.0
G8510,UNITED HEALTHCARE,1,1,1.0,0.01,0.01
11719,UNITED HEALTHCARE,1,1,1.0,30.0,30.0
99380,UNITED HEALTHCARE,1,1,1.0,250.0,250.0
90471,UNITED HEALTHCARE,1,1,1.0,35.0,35.0
99309,UNITED HEALTHCARE COMMUNITY PLAN,423,423,1.0,78255.0,185.0
99308,UNITED HEALTHCARE COMMUNITY PLAN,197,197,1.0,27580.0,140.0
99310,UNITED HEALTHCARE COMMUNITY PLAN,32,32,1.0,8640.0,270.0
99306,UNITED HEALTHCARE COMMUNITY PLAN,17,17,1.0,5610.0,330.0
99305,UNITED HEALTHCARE COMMUNITY PLAN,14,14,1.0,3640.0,260.0
99497,UNITED HEALTHCARE COMMUNITY PLAN,5,5,1.0,825.0,165.0
99316,UNITED HEALTHCARE COMMUNITY PLAN,4,4,1.0,840.0,210.0
99307,UNITED HEALTHCARE COMMUNITY PLAN,3,3,1.0,270.0,90.0
11719,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,30.0,30.0
69930,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,2490.0,2490.0
99348,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,170.0,170.0
99350,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,355.0,355.0
99358,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,209.68,209.68
99309,UNITEDHEALTHCARE MEDICARE COMPLETE,171,171,1.0,31635.0,185.0
99308,UNITEDHEALTHCARE MEDICARE COMPLETE,54,54,1.0,7560.0,140.0
99310,UNITEDHEALTHCARE MEDICARE COMPLETE,32,32,1.0,8640.0,270.0
99306,UNITEDHEALTHCARE MEDICARE COMPLETE,12,12,1.0,3960.0,330.0
99316,UNITEDHEALTHCARE MEDICARE COMPLETE,3,3,1.0,630.0,210.0
99315,UNITEDHEALTHCARE MEDICARE COMPLETE,3,3,1.0,435.0,145.0
99497,UNITEDHEALTHCARE MEDICARE COMPLETE,2,2,1.0,330.0,165.0
99305,UNITEDHEALTHCARE MEDICARE COMPLETE,2,2,1.0,520.0,260.0
99304,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,180.0,180.0
99406,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,35.0,35.0
99309,UNRECOGNIZED INSURANCE,2,2,1.0,370.0,185.0
99309,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,16,16,1.0,2960.0,185.0
99308,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,14,14,1.0,1960.0,140.0
99306,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,330.0,330.0
99310,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,270.0,270.0
99309,VIRGINIA BLUE SHIELD,1183,1216,1.03,224960.0,190.16
99308,VIRGINIA BLUE SHIELD,517,518,1.0,72520.0,140.27
99310,VIRGINIA BLUE SHIELD,96,96,1.0,25920.0,270.0
99306,VIRGINIA BLUE SHIELD,94,94,1.0,31020.0,330.0
99316,VIRGINIA BLUE SHIELD,18,18,1.0,3780.0,210.0
99305,VIRGINIA BLUE SHIELD,18,18,1.0,4680.0,260.0
99497,VIRGINIA BLUE SHIELD,12,12,1.0,1980.0,165.0
99315,VIRGINIA BLUE SHIELD,10,10,1.0,1450.0,145.0
99350,VIRGINIA BLUE SHIELD,6,6,1.0,2130.0,355.0
99307,VIRGINIA BLUE SHIELD,6,6,1.0,540.0,90.0
99348,VIRGINIA BLUE SHIELD,5,5,1.0,850.0,170.0
99349,VIRGINIA BLUE SHIELD,5,5,1.0,1275.0,255.0
G8754,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
G8510,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
G8752,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
99309,VIRGINIA MEDICAID,329,329,1.0,60865.0,185.0
99308,VIRGINIA MEDICAID,136,136,1.0,19040.0,140.0
99310,VIRGINIA MEDICAID,35,35,1.0,9450.0,270.0
99306,VIRGINIA MEDICAID,24,24,1.0,7920.0,330.0
99305,VIRGINIA MEDICAID,11,11,1.0,2860.0,260.0
99497,VIRGINIA MEDICAID,5,5,1.0,825.0,165.0
99307,VIRGINIA MEDICAID,2,2,1.0,180.0,90.0
99316,VIRGINIA MEDICAID,2,2,1.0,420.0,210.0
99315,VIRGINIA MEDICAID,2,2,1.0,290.0,145.0
99348,VIRGINIA MEDICAID,1,1,1.0,170.0,170.0
99309,VIRGINIA MEDICARE,3363,3363,1.0,622155.0,185.0
99308,VIRGINIA MEDICARE,1562,1562,1.0,218680.0,140.0
99310,VIRGINIA MEDICARE,281,281,1.0,75870.0,270.0
99306,VIRGINIA MEDICARE,209,209,1.0,68970.0,330.0
99349,VIRGINIA MEDICARE,74,74,1.0,18870.0,255.0
99316,VIRGINIA MEDICARE,61,61,1.0,12810.0,210.0
99305,VIRGINIA MEDICARE,52,52,1.0,13520.0,260.0
99350,VIRGINIA MEDICARE,38,38,1.0,13490.0,355.0
99315,VIRGINIA MEDICARE,34,34,1.0,4930.0,145.0
99497,VIRGINIA MEDICARE,30,30,1.0,4950.0,165.0
99348,VIRGINIA MEDICARE,26,26,1.0,4420.0,170.0
G8510,VIRGINIA MEDICARE,18,18,1.0,0.18,0.01
99307,VIRGINIA MEDICARE,14,14,1.0,1260.0,90.0
90471,VIRGINIA MEDICARE,5,5,1.0,175.0,35.0
G8754,VIRGINIA MEDICARE,2,2,1.0,0.02,0.01
G8752,VIRGINIA MEDICARE,2,2,1.0,0.02,0.01
G0127,VIRGINIA MEDICARE,1,1,1.0,50.0,50.0
69209,VIRGINIA MEDICARE,1,1,1.0,30.0,30.0
99304,VIRGINIA MEDICARE,1,1,1.0,180.0,180.0
11730,VIRGINIA MEDICARE,1,1,1.0,240.0,240.0
G8433,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
99309,VIRGINIA PREMIER HEALTH PLANS,1,1,1.0,185.0,185.0
99309,WELLCARE HEALTH PLAN,14,14,1.0,2590.0,185.0
99308,WELLCARE HEALTH PLAN,4,4,1.0,560.0,140.0
99310,WELLCARE HEALTH PLAN,3,3,1.0,810.0,270.0
99306,WELLCARE HEALTH PLAN,1,1,1.0,330.0,330.0
99349,WELLMED,1,1,1.0,255.0,255.0
